Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Multiplelines,Internetservice,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Paymentmethod,Monthlycharges,Totalcharges,Churn,Churn_Numeric,Num_Internet_Services
Male,0,No,No,55,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Two Year,No,Mailed Check,72.43,8.26123456696025,No,0.0,1
Female,0,Yes,Yes,39,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),81.55,6.6653014791334275,Yes,1.0,3
Female,0,Yes,No,68,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),60.57,7.409517958051376,No,0.0,2
Female,0,No,No,41,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Month-To-Month,No,Electronic Check,31.63,6.96867162294941,No,0.0,3
Male,0,Yes,No,1,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,113.31,8.99432882733224,Yes,1.0,1
Female,0,Yes,No,27,Yes,Yes,Dsl,No,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,39.1,7.686047512699002,No,0.0,3
Female,0,No,No,16,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,67.98,8.351393592284229,Yes,1.0,4
Male,0,Yes,No,69,No,No,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,75.46,8.40610742887633,No,0.0,2
Male,0,No,Yes,68,Yes,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Electronic Check,53.86,7.046360030330819,No,0.0,2
Female,0,Yes,No,38,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),95.57,7.147669414612037,No,0.0,4
Female,0,No,No,6,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,90.15,8.71793733872619,Yes,1.0,2
Male,0,Yes,Yes,31,No,Yes,Dsl,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),42.12,5.427809361780791,Yes,1.0,4
Male,0,No,No,3,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,No,Electronic Check,65.6,7.90771045979234,No,0.0,3
Male,0,Yes,Yes,20,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,108.65,7.901814133621812,Yes,1.0,4
Female,0,No,Yes,31,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,78.04,8.31524590367902,Yes,1.0,5
Male,0,Yes,No,13,Yes,No,No,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,43.31,6.718856137227793,Yes,1.0,2
Male,0,Yes,No,69,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),45.56,7.831470381880144,Yes,1.0,2
Male,0,No,Yes,45,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),68.79,7.710671244487573,No,0.0,2
Female,1,Yes,Yes,19,Yes,No,Dsl,Yes,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,104.0,8.266519129485598,Yes,1.0,3
Male,1,No,Yes,57,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,One Year,No,Credit Card (Automatic),42.5,7.76934903577715,No,0.0,3
Male,0,Yes,Yes,47,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,36.73,7.434570386892773,Yes,1.0,3
Male,0,Yes,No,6,Yes,No,No,No,No,No,Yes,No,No,Two Year,No,Mailed Check,54.43,7.933588967899607,Yes,1.0,1
Male,0,No,Yes,39,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,25.93,7.039178200342556,Yes,1.0,3
Male,0,Yes,Yes,58,Yes,Yes,Dsl,No,No,Yes,No,No,No,Two Year,No,Bank Transfer (Automatic),109.37,8.869240645017728,No,0.0,1
Female,0,No,Yes,35,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,68.16,7.144927960240274,Yes,1.0,2
Female,1,Yes,No,43,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,109.42,7.725405090288273,Yes,1.0,3
Female,0,Yes,Yes,30,Yes,No,Dsl,No,No,Yes,No,Yes,No,One Year,Yes,Mailed Check,80.19,8.448089599514292,No,0.0,2
Male,0,Yes,Yes,41,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,No,Two Year,Yes,Mailed Check,95.08,6.17082338605117,No,0.0,3
Female,0,Yes,No,43,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Electronic Check,41.4,6.873070662170274,Yes,1.0,4
Female,0,No,No,42,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),25.28,7.424045942179186,No,0.0,3
Female,1,No,Yes,42,Yes,Yes,Dsl,No,No,No,No,No,No,Two Year,Yes,Mailed Check,67.98,7.437859863543172,Yes,1.0,0
Male,1,Yes,Yes,46,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),85.13,8.65048205463288,Yes,1.0,2
Male,0,Yes,Yes,5,Yes,No,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Mailed Check,36.15,7.69414231588683,No,0.0,0
Female,0,No,No,65,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,One Year,No,Bank Transfer (Automatic),31.76,7.548919453674031,No,0.0,3
Female,0,Yes,No,8,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,90.21,6.654809520805881,Yes,1.0,3
Male,0,No,Yes,10,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),30.92,4.480626850913491,Yes,1.0,2
Male,0,Yes,Yes,17,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,68.68,8.353120113679015,No,0.0,2
Female,0,Yes,Yes,24,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),25.89,7.194241636852078,Yes,1.0,3
Male,0,No,No,57,Yes,Yes,Dsl,Yes,Yes,No,No,No,No,One Year,Yes,Bank Transfer (Automatic),27.2,6.625047480955046,Yes,1.0,2
Female,0,Yes,Yes,29,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,103.35,7.852551831723017,Yes,1.0,4
Male,0,No,Yes,0,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,83.69,6.2709317194751355,Yes,1.0,4
Female,0,No,No,62,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Transfer (Automatic),35.47,7.245177064638938,Yes,1.0,2
Female,1,No,Yes,28,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,24.14,6.812356095217077,Yes,1.0,5
Male,1,No,No,65,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),55.38,7.842651843848409,Yes,1.0,3
Female,1,No,No,52,Yes,Yes,Dsl,No,No,No,No,No,No,One Year,No,Electronic Check,41.63,7.732851350671365,No,0.0,0
Female,0,No,Yes,18,Yes,Yes,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Mailed Check,71.79,7.495636383869105,Yes,1.0,3
Female,0,Yes,No,65,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Two Year,Yes,Electronic Check,87.79,8.081802753903654,No,0.0,3
Male,0,No,No,51,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,47.18,7.237720677688654,No,0.0,3
Male,0,No,Yes,30,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,One Year,No,Electronic Check,114.89,6.082857975537192,No,0.0,4
Male,0,Yes,No,59,Yes,Yes,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,113.51,7.580026055954429,No,0.0,1
Female,0,No,No,67,Yes,Yes,Dsl,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,23.08,7.254262708485054,Yes,1.0,3
Male,0,Yes,Yes,29,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),73.52,7.925710504632439,No,0.0,5
Female,1,No,Yes,12,Yes,No,Dsl,No,No,Yes,No,Yes,No,Two Year,Yes,Electronic Check,76.46,8.138030131768756,Yes,1.0,2
Female,0,No,Yes,14,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,One Year,No,Credit Card (Automatic),48.6,7.7656962994678205,Yes,1.0,4
Male,0,No,Yes,19,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),46.42,8.005006642010905,No,0.0,5
Male,0,Yes,Yes,33,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,54.78,7.483587439349374,No,0.0,0
Female,0,Yes,No,19,No,Yes,Fiber Optic,No,Yes,No,No,No,No,One Year,No,Mailed Check,66.79,8.389157526719192,No,0.0,1
Female,1,No,No,49,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),47.09,8.121575438562406,Yes,1.0,3
Male,0,No,No,26,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,No,Electronic Check,80.65,8.35829827547678,Yes,1.0,2
Male,1,Yes,No,29,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,No,Electronic Check,110.91,8.74355874649705,No,0.0,4
Male,0,Yes,No,55,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),92.94,8.76579550078081,No,0.0,4
Female,0,Yes,Yes,64,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,32.41,7.153106406520432,No,0.0,3
Female,0,No,Yes,54,No,No,No,No,Yes,No,No,Yes,No,One Year,Yes,Credit Card (Automatic),23.46,6.768309286689494,No,0.0,2
Female,0,Yes,Yes,23,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,84.41,4.850857701737196,No,0.0,5
Female,0,Yes,Yes,24,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,No,Mailed Check,85.38,7.384057778625967,No,0.0,2
Female,0,Yes,No,52,Yes,Yes,Dsl,No,No,Yes,Yes,No,No,Two Year,No,Bank Transfer (Automatic),83.62,8.136453866080016,No,0.0,2
Male,0,Yes,Yes,10,Yes,Yes,Dsl,No,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,30.34,7.658312508385954,Yes,1.0,3
Male,0,Yes,Yes,59,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),55.17,7.373631652814611,No,0.0,3
Female,0,Yes,No,46,Yes,Yes,Dsl,No,Yes,No,No,No,Yes,Month-To-Month,No,Mailed Check,37.29,7.787622661430205,No,0.0,2
Female,1,Yes,No,24,Yes,Yes,Dsl,No,No,Yes,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),67.52,6.879366092473361,Yes,1.0,2
Male,0,No,Yes,24,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,No,Mailed Check,69.27,7.809740168519022,No,0.0,2
Male,0,Yes,No,16,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Electronic Check,21.94,6.288453178880062,No,0.0,5
Male,0,No,No,11,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),96.75,8.491811791666445,No,0.0,3
Male,1,No,Yes,51,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,42.75,7.849218508283514,Yes,1.0,6
Female,1,Yes,No,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,113.25,4.964032735372236,Yes,1.0,4
Male,0,No,Yes,9,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),80.58,5.712808285863513,Yes,1.0,2
Female,0,No,No,59,Yes,Yes,Dsl,Yes,No,No,No,Yes,No,Two Year,No,Bank Transfer (Automatic),110.72,8.434168040677543,No,0.0,2
Male,0,Yes,No,53,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,No,Credit Card (Automatic),102.27,8.282462770850108,Yes,1.0,2
Male,1,No,No,62,No,Yes,Dsl,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,74.75,8.050891501529712,Yes,1.0,4
Male,1,Yes,No,19,Yes,Yes,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,80.02,6.421606007511718,Yes,1.0,3
Female,1,Yes,Yes,4,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,One Year,No,Electronic Check,61.92,7.399612127700511,No,0.0,3
Female,0,Yes,No,40,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),59.61,4.7832326858616625,No,0.0,5
Male,0,Yes,Yes,62,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),46.34,8.05220098399342,No,0.0,3
Female,1,Yes,Yes,55,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One Year,Yes,Mailed Check,33.53,6.636077780672072,No,0.0,2
Female,0,Yes,No,31,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),27.22,5.473824088346638,No,0.0,5
Male,0,Yes,No,26,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,One Year,Yes,Bank Transfer (Automatic),80.86,8.286324880826141,No,0.0,2
Male,0,No,Yes,67,Yes,No,Dsl,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,81.65,6.796052471219619,Yes,1.0,3
Female,1,Yes,No,47,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),46.32,5.207900196423574,Yes,1.0,4
Female,0,No,No,6,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,No,One Year,Yes,Electronic Check,51.79,7.041840268343705,No,0.0,3
Female,0,Yes,Yes,45,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,65.92,8.379734095453735,Yes,1.0,1
Male,0,Yes,No,17,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,46.11,7.724062126289024,No,0.0,5
Male,0,Yes,Yes,37,Yes,No,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,80.21,4.718677426781686,No,0.0,2
Female,0,No,No,64,Yes,No,No,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,81.78,8.623479278600554,Yes,1.0,1
Male,0,No,No,16,Yes,No,Dsl,No,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),46.73,8.006980712971563,No,0.0,3
Male,0,No,No,37,Yes,No,No,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,86.53,7.090185163241793,Yes,1.0,1
Female,0,No,No,62,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),53.7,7.59702495171563,No,0.0,3
Female,1,No,No,41,Yes,Yes,Dsl,Yes,Yes,Yes,No,Yes,No,One Year,No,Electronic Check,50.44,8.128352134868758,No,0.0,4
Male,0,No,No,7,Yes,No,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,82.98,8.28544270648658,No,0.0,3
Male,0,Yes,Yes,29,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),48.31,4.315886832169337,No,0.0,6
Female,1,Yes,Yes,63,Yes,Yes,Dsl,No,No,No,Yes,No,Yes,Two Year,Yes,Electronic Check,45.91,6.316713321359345,No,0.0,2
Male,0,No,No,8,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Electronic Check,108.47,5.153811690438308,No,0.0,0
Male,0,No,No,56,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Two Year,Yes,Electronic Check,53.68,7.953490563716146,Yes,1.0,3
Female,0,No,Yes,58,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),70.47,8.183665415612467,Yes,1.0,1
Female,0,No,Yes,66,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,109.29,7.958087273475015,Yes,1.0,2
Male,0,No,Yes,4,Yes,Yes,Dsl,Yes,Yes,No,No,No,Yes,Two Year,Yes,Electronic Check,27.08,5.949339620807311,Yes,1.0,3
Male,0,Yes,No,3,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,102.51,8.906022014072883,Yes,1.0,2
Male,0,Yes,No,7,Yes,Yes,Dsl,No,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,24.41,6.90190821819021,Yes,1.0,1
Female,0,Yes,No,41,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),78.78,7.90792381666931,No,0.0,4
Male,0,Yes,Yes,34,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,One Year,No,Electronic Check,62.73,8.197381789079085,No,0.0,2
Male,0,Yes,Yes,12,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,113.94,8.495695768765403,No,0.0,4
Female,0,Yes,No,4,Yes,Yes,Dsl,No,No,Yes,No,No,No,Two Year,Yes,Electronic Check,118.25,7.2653807710068605,No,0.0,1
Female,0,Yes,Yes,39,Yes,Yes,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,106.81,7.53655591997487,Yes,1.0,1
Male,0,Yes,No,18,Yes,No,Dsl,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,82.99,8.508388544017073,No,0.0,2
Female,0,No,No,3,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Two Year,Yes,Mailed Check,46.45,7.4171899358019875,Yes,1.0,2
Female,0,No,Yes,58,No,Yes,Dsl,Yes,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,106.09,7.265723386424409,No,0.0,3
Male,0,Yes,No,17,Yes,Yes,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),24.61,7.435815529669681,Yes,1.0,1
Female,1,Yes,Yes,23,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),38.51,7.70503722427409,No,0.0,4
Female,1,Yes,Yes,30,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,49.85,7.990302546792776,No,0.0,5
Male,0,No,No,57,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card (Automatic),89.23,8.66379948378596,No,0.0,4
Female,0,No,No,27,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-To-Month,No,Mailed Check,71.18,7.448124170888436,No,0.0,3
Male,0,Yes,Yes,8,Yes,No,Dsl,Yes,No,No,Yes,No,No,Two Year,No,Electronic Check,113.31,7.5225949122733216,No,0.0,2
Male,1,No,No,44,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,53.64,6.655285898286099,Yes,1.0,2
Female,0,Yes,Yes,48,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card (Automatic),89.51,8.41618319849567,No,0.0,3
Female,0,Yes,No,1,Yes,No,Dsl,No,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,23.87,6.053828831304532,Yes,1.0,3
Female,0,Yes,Yes,5,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),88.1,8.159766536442117,No,0.0,3
Male,0,Yes,Yes,28,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,61.92,8.288552056041398,No,0.0,3
Female,1,Yes,No,25,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,105.17,5.729840008975491,No,0.0,5
Male,0,No,No,27,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,No,Two Year,Yes,Electronic Check,81.66,6.6885539469005515,Yes,1.0,3
Female,0,Yes,Yes,6,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),89.1,7.929572912671174,No,0.0,2
Female,0,Yes,Yes,33,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),103.89,8.851241063066713,No,0.0,2
Female,0,Yes,Yes,55,Yes,Yes,Dsl,Yes,Yes,No,No,No,Yes,Month-To-Month,No,Credit Card (Automatic),23.33,6.694896161118448,No,0.0,3
Male,0,Yes,Yes,9,Yes,No,No,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),118.72,8.372913961443334,Yes,1.0,3
Female,0,No,No,56,Yes,No,Dsl,No,No,Yes,No,No,No,One Year,No,Electronic Check,41.21,5.227465625576086,No,0.0,1
Female,0,Yes,No,46,Yes,Yes,Dsl,No,Yes,No,No,No,No,Two Year,Yes,Electronic Check,38.78,7.376670816470685,Yes,1.0,1
Male,0,Yes,No,26,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),100.03,8.881348686137388,No,0.0,3
Male,0,No,Yes,38,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),62.33,7.988061020667604,No,0.0,0
Female,0,Yes,No,21,Yes,No,Dsl,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),39.95,7.926187350522719,No,0.0,5
Female,0,Yes,Yes,18,Yes,Yes,No,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),38.27,7.8461283904824315,No,0.0,2
Female,0,Yes,Yes,8,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),34.96,7.653115330989016,No,0.0,4
Male,0,Yes,No,18,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,64.04,6.948993186998382,No,0.0,5
Male,0,No,No,1,Yes,No,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),25.82,6.785768419627665,Yes,1.0,3
Male,0,Yes,Yes,60,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),21.0,6.803727208558089,Yes,1.0,5
Male,0,Yes,Yes,58,Yes,Yes,Dsl,No,Yes,No,No,Yes,Yes,Two Year,Yes,Mailed Check,101.17,8.519259056047693,No,0.0,3
Female,0,No,No,69,No,Yes,Fiber Optic,No,No,Yes,No,No,No,One Year,Yes,Electronic Check,75.83,8.036495787031102,No,0.0,1
Male,0,Yes,Yes,70,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card (Automatic),45.74,7.559304122078948,No,0.0,2
Male,0,Yes,No,69,Yes,Yes,Dsl,No,No,Yes,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),28.48,6.251364238547311,No,0.0,2
Male,0,No,No,32,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,Yes,Electronic Check,89.03,7.12524286544019,No,0.0,3
Female,1,Yes,Yes,64,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,100.47,7.3611085572838615,No,0.0,5
Female,0,No,Yes,24,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Transfer (Automatic),67.32,7.267469599333293,No,0.0,3
Male,1,Yes,Yes,69,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),101.35,7.415656631230881,No,0.0,3
Male,0,No,Yes,27,No,No,Dsl,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,109.86,7.940081743088989,Yes,1.0,5
Female,0,Yes,Yes,17,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,One Year,No,Credit Card (Automatic),63.81,7.978557768344308,No,0.0,1
Female,0,Yes,No,62,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,113.32,8.681776688227478,Yes,1.0,3
Female,0,No,No,48,Yes,No,Dsl,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,35.62,7.123761419471479,No,0.0,4
Female,0,Yes,No,65,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,85.12,7.121599727348248,Yes,1.0,1
Female,0,No,No,39,Yes,Yes,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),63.46,7.981770867126833,No,0.0,1
Female,0,No,Yes,65,No,No,Dsl,Yes,No,No,Yes,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),29.57,7.5442421569182585,Yes,1.0,4
Female,0,No,No,3,No,Yes,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),113.06,8.694165466278976,Yes,1.0,2
Female,0,No,Yes,33,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,98.82,6.606488010886348,Yes,1.0,2
Male,0,Yes,Yes,4,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Two Year,No,Bank Transfer (Automatic),74.67,6.781761124166734,No,0.0,1
Male,0,No,Yes,21,Yes,No,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,94.35,8.267508006625647,Yes,1.0,2
Male,0,Yes,Yes,19,Yes,Yes,No,No,No,Yes,No,Yes,No,Two Year,No,Electronic Check,67.98,8.117652499248013,No,0.0,2
Male,0,Yes,Yes,46,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Mailed Check,78.56,7.397824981211347,Yes,1.0,1
Male,0,No,No,33,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,40.26,6.4368712623090945,No,0.0,6
Male,0,No,Yes,43,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),68.89,7.593555536879029,No,0.0,5
Female,0,Yes,Yes,5,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),40.49,6.358500628596365,No,0.0,3
