Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Multiplelines,Internetservice,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Paymentmethod,Monthlycharges,Totalcharges,Num_Internet_Services
Female,0,No,No,47,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,36.88,6.980949977085182,5
Female,1,No,No,21,No,No,No,No,No,No,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),78.99,8.114070338086432,1
Female,0,Yes,No,5,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Transfer (Automatic),57.47,7.254545529913491,4
Female,1,No,No,13,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,52.69,7.520873918434867,5
Male,0,Yes,Yes,22,Yes,Yes,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),34.55,7.469597158764092,3
Female,0,Yes,Yes,46,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Electronic Check,87.49,7.491980052317896,5
Female,0,No,Yes,31,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),61.36,8.091713113468812,3
Female,0,No,No,60,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),71.65,7.732066677618376,4
Female,0,Yes,No,21,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,43.8,6.827184932131529,3
Male,0,Yes,No,25,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,94.6,7.903559347668565,5
Female,0,Yes,Yes,42,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,40.96,7.949684335011473,4
Male,0,Yes,No,25,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,34.07,6.723327505670602,3
Male,0,No,No,69,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Two Year,No,Electronic Check,112.98,8.697071766559052,2
Male,0,Yes,No,13,No,No,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,No,Electronic Check,64.72,6.808376835001858,3
Male,0,No,Yes,10,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Mailed Check,100.52,5.969116683444074,5
Male,1,No,No,57,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Mailed Check,56.29,7.887644089916806,4
Female,0,Yes,Yes,59,Yes,Yes,Dsl,Yes,Yes,Yes,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),74.82,6.101573769788012,4
Female,0,No,Yes,20,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Transfer (Automatic),41.36,7.767640725108878,2
Male,1,Yes,No,58,Yes,Yes,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,55.49,5.890179050603295,2
Female,1,Yes,Yes,45,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,One Year,No,Bank Transfer (Automatic),33.93,7.674343423581056,4
Female,1,No,No,26,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,One Year,Yes,Credit Card (Automatic),101.53,7.092914472540657,2
Female,0,No,No,32,Yes,No,Dsl,Yes,Yes,No,No,Yes,Yes,One Year,No,Electronic Check,43.94,8.016614884101797,4
Female,0,No,Yes,39,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,One Year,Yes,Mailed Check,26.39,7.096216284068627,3
Female,0,No,No,35,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),82.2,7.787796878181171,2
Female,0,Yes,No,10,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),97.64,7.14610266403862,2
Female,0,No,Yes,61,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),105.88,8.845120452067487,4
Male,0,No,No,45,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),27.88,5.88257001639087,2
Female,1,Yes,No,10,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),99.25,8.365088084643782,4
Male,0,Yes,No,19,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,97.03,8.629776956481896,2
Female,0,Yes,Yes,20,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,33.88,5.935238051838176,3
Male,1,Yes,No,36,Yes,Yes,Dsl,Yes,Yes,No,No,No,Yes,One Year,No,Electronic Check,101.13,8.55917163698913,3
Female,0,Yes,No,55,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Two Year,Yes,Electronic Check,63.81,8.193159672193268,1
Male,0,Yes,No,71,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,No,Credit Card (Automatic),65.05,6.979936395942144,3
Female,0,Yes,No,57,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,104.59,7.692929984598754,3
Male,0,No,No,63,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Mailed Check,108.41,7.997478173804329,4
Male,0,Yes,No,26,No,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,28.73,4.965149663935124,1
Female,0,No,No,56,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),92.37,8.589350118661896,2
Male,0,No,No,31,Yes,Yes,Dsl,No,No,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),73.12,7.877753588515188,1
Male,0,Yes,Yes,22,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,No,Mailed Check,22.57,7.004509869668087,2
Female,0,Yes,No,33,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,104.04,8.015835934192454,2
Male,0,No,No,54,Yes,Yes,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Transfer (Automatic),103.08,8.032090543542934,2
Female,0,No,Yes,41,Yes,No,Fiber Optic,No,Yes,No,No,No,No,One Year,Yes,Bank Transfer (Automatic),65.36,8.374206956592339,1
Female,1,Yes,No,69,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,88.33,6.723375605718711,3
Female,1,Yes,Yes,52,Yes,Yes,Dsl,No,No,Yes,No,No,No,Two Year,No,Credit Card (Automatic),21.45,5.698099691520703,1
Female,0,Yes,Yes,37,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),119.24,8.868534335903568,4
Female,0,Yes,No,32,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Two Year,No,Bank Transfer (Automatic),109.61,6.0969725518887525,3
Male,0,No,No,8,Yes,No,Dsl,No,No,No,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),81.41,8.240759616735204,2
Female,1,Yes,Yes,24,Yes,No,Dsl,No,No,Yes,No,Yes,Yes,One Year,No,Credit Card (Automatic),96.86,8.755330965410792,3
Female,0,Yes,Yes,43,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),118.83,8.128685490330541,4
Male,0,No,Yes,46,Yes,Yes,Dsl,No,Yes,Yes,No,No,No,One Year,Yes,Mailed Check,34.67,7.4643952148874195,2
Male,1,No,No,35,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,50.73,7.243991773532657,2
Male,0,Yes,Yes,27,Yes,No,Dsl,Yes,Yes,Yes,No,No,Yes,Month-To-Month,No,Mailed Check,117.65,8.88551840662894,4
Male,0,Yes,No,47,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Mailed Check,111.26,7.782344462975694,3
Male,0,Yes,Yes,60,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,25.97,7.158373909696494,1
Female,0,No,No,11,Yes,Yes,Dsl,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),112.76,8.397391118875964,3
Female,0,Yes,Yes,13,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),103.9,7.089001257549159,4
Female,0,No,Yes,26,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,One Year,No,Mailed Check,101.54,8.785432471823368,2
Female,0,No,No,48,Yes,No,Dsl,No,Yes,Yes,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),101.32,7.645440740109257,2
Male,0,No,No,57,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card (Automatic),89.23,8.66379948378596,4
Male,0,Yes,Yes,5,Yes,No,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Mailed Check,36.15,7.69414231588683,0
Male,1,Yes,Yes,33,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,No,Electronic Check,65.37,6.12439888653171,3
Female,0,No,Yes,24,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Transfer (Automatic),67.32,7.267469599333293,3
Male,0,No,Yes,37,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,46.67,7.397910739251215,3
Female,0,No,No,42,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),57.13,6.748607132594587,3
Female,0,No,No,57,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,No,Electronic Check,36.46,7.49564193888459,4
Female,0,Yes,Yes,49,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),45.78,7.689782922035957,4
Female,0,No,No,42,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),42.92,6.657073507674455,2
Female,0,No,Yes,29,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,No,Mailed Check,107.13,8.734337986113706,1
Male,1,No,No,18,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),36.99,7.69008938497578,2
Female,0,No,Yes,53,Yes,Yes,Dsl,No,Yes,Yes,No,No,No,One Year,Yes,Electronic Check,98.55,8.815414530175543,2
Female,0,No,Yes,35,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),23.98,7.240692704083218,5
Female,0,No,Yes,18,Yes,No,Dsl,No,No,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),113.03,8.72897160350775,1
Female,0,No,No,66,Yes,Yes,Dsl,No,Yes,No,No,No,No,One Year,Yes,Mailed Check,79.6,8.642254564485983,1
Male,1,No,No,20,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,105.32,7.053162128413185,1
Female,0,No,No,47,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,40.67,7.862470253064629,2
Female,0,Yes,No,0,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Two Year,No,Electronic Check,72.55,8.112140998047048,4
Male,0,No,Yes,4,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),115.54,7.245498136593921,1
Male,0,Yes,Yes,54,Yes,Yes,Dsl,Yes,No,No,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,76.49,8.469820621984423,4
Female,1,No,Yes,34,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Two Year,Yes,Electronic Check,60.36,5.260926977329477,2
Female,0,No,No,45,Yes,No,Dsl,No,No,No,Yes,No,No,One Year,No,Bank Transfer (Automatic),33.24,5.672463791398774,1
Male,0,Yes,No,30,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,59.72,7.383908709376813,1
Male,0,No,No,52,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),110.27,5.681945780047027,4
Male,1,Yes,No,7,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,32.5,7.323454506054652,2
Female,0,No,Yes,8,Yes,No,Dsl,No,No,No,No,No,Yes,Two Year,Yes,Mailed Check,22.06,7.358856375724809,1
Female,0,No,Yes,59,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,41.9,7.77482635446828,5
Female,0,No,No,36,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Two Year,No,Credit Card (Automatic),27.49,7.225721618617464,2
Male,0,Yes,No,39,Yes,No,Dsl,No,No,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),27.73,7.36284195158243,2
Female,0,No,Yes,29,Yes,No,No,No,No,No,No,Yes,No,Two Year,No,Credit Card (Automatic),59.3,7.042426022300086,1
Female,0,No,No,7,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,51.39,8.150205250869062,3
Female,0,No,No,30,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,22.78,7.189477124517772,2
Male,0,No,Yes,38,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,61.07,8.271331015414919,3
Male,1,No,No,53,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,One Year,No,Bank Transfer (Automatic),89.65,8.739462760919585,3
Female,0,Yes,No,7,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,20.19,6.952699963525233,4
Female,1,Yes,Yes,57,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,66.31,6.654513279843894,3
Male,0,Yes,Yes,11,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,57.94,6.511641312348043,4
Male,0,Yes,No,71,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,Two Year,No,Mailed Check,72.45,5.41253851063806,3
Female,0,No,No,51,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,51.71,7.931963654274344,3
Female,0,No,No,36,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,98.37,4.614823443016229,2
Female,0,No,Yes,54,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),104.05,8.771208856957433,2
Female,0,Yes,No,26,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,22.5,6.104279707726606,4
Female,0,Yes,Yes,34,Yes,No,Dsl,No,No,No,No,No,No,One Year,Yes,Electronic Check,73.78,8.40729126804822,0
Female,0,No,Yes,28,No,Yes,No,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,25.25,6.643672538780681,2
Female,0,No,No,21,Yes,No,Dsl,Yes,No,No,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),62.04,7.073312089443361,3
Female,1,No,No,7,Yes,Yes,No,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,31.33,7.560804161423737,2
Female,0,No,Yes,59,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,No,Month-To-Month,No,Mailed Check,95.27,7.057088659949111,4
Female,0,Yes,No,58,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,24.54,7.20583560175816,1
Female,0,No,Yes,45,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,44.65,7.853360122969474,5
Male,0,No,Yes,47,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Mailed Check,26.47,5.671293717619469,2
Male,0,No,Yes,23,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Two Year,Yes,Electronic Check,86.51,8.190933825439032,1
Male,0,No,Yes,20,Yes,Yes,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),74.64,6.901576227905421,3
Male,1,No,Yes,43,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,63.13,6.644999938054214,2
Female,0,Yes,Yes,25,Yes,No,No,No,No,Yes,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),78.38,8.524988727117412,1
Male,0,No,Yes,25,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Mailed Check,39.03,5.209923215785442,4
Female,0,Yes,Yes,13,Yes,Yes,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,No,Mailed Check,46.15,8.024541418229111,2
Female,0,No,Yes,39,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,102.38,7.931687123973659,2
Female,0,No,Yes,5,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,No,Electronic Check,79.67,6.591550267597118,3
Female,0,No,Yes,46,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,97.76,8.692520344297233,4
Male,0,No,No,18,Yes,No,Dsl,No,No,No,No,No,Yes,Two Year,No,Electronic Check,107.21,8.330996134563886,1
Male,0,Yes,No,47,Yes,Yes,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,44.3,7.8840530302308895,3
Female,0,Yes,Yes,29,Yes,Yes,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),20.95,7.148377189946515,2
Male,0,Yes,No,24,Yes,No,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),110.5,7.298431569616862,2
Male,0,No,No,1,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),66.05,7.548155477483466,3
Male,0,No,Yes,30,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,36.41,6.846315950382239,3
Male,0,No,Yes,10,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Two Year,No,Mailed Check,28.21,6.358292771601228,3
Male,0,Yes,No,25,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Two Year,No,Credit Card (Automatic),101.53,7.821294228172826,2
Male,0,Yes,No,70,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,No,Credit Card (Automatic),51.93,7.766954888869843,2
Female,1,No,No,29,Yes,No,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),98.84,7.963547049633849,2
Female,0,Yes,No,31,Yes,Yes,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),102.56,5.805857599322498,2
Male,1,Yes,Yes,2,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,109.84,8.149838564997806,4
Male,0,No,No,26,Yes,Yes,Dsl,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,59.38,7.610114894454615,3
Male,0,No,No,37,No,No,No,No,No,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),110.91,8.082877889943946,2
Female,0,Yes,Yes,12,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),53.06,7.679833780623501,1
Female,1,No,No,48,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),102.07,5.956821341164408,3
Female,0,Yes,Yes,67,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,No,Two Year,Yes,Credit Card (Automatic),92.84,7.006966929053085,3
Male,1,No,Yes,64,Yes,No,No,Yes,No,Yes,No,Yes,No,Two Year,Yes,Credit Card (Automatic),94.54,7.872847603531847,3
Female,0,Yes,No,54,Yes,No,No,No,Yes,No,No,No,Yes,One Year,No,Electronic Check,85.64,6.327204372724581,2
Male,0,No,Yes,37,Yes,No,Dsl,No,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,56.8,7.692200054229072,3
Female,0,No,No,44,Yes,No,Dsl,No,Yes,Yes,No,No,No,Two Year,No,Bank Transfer (Automatic),34.34,5.69561588532314,2
Female,0,No,Yes,65,Yes,No,Fiber Optic,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,68.38,6.405344153817165,1
Male,0,Yes,No,25,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),68.62,7.261793750479739,2
Male,0,Yes,Yes,47,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,One Year,Yes,Electronic Check,70.99,8.347151922284079,3
Male,0,Yes,Yes,53,Yes,Yes,Dsl,No,No,No,No,No,Yes,Month-To-Month,No,Mailed Check,53.17,6.607082525158689,1
Male,0,No,No,70,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,93.33,6.806453183451812,4
Female,0,No,No,32,No,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,25.63,5.710360790016324,1
Male,0,Yes,Yes,19,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),91.31,8.471618252864802,2
Male,0,Yes,No,45,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Two Year,Yes,Mailed Check,93.35,8.798383739441453,3
Female,0,Yes,No,54,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One Year,No,Electronic Check,84.48,8.256846091104483,2
Male,0,No,No,51,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,102.95,8.762120152079987,3
Male,1,No,No,20,No,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),94.01,8.350451239852648,6
Male,0,Yes,No,48,Yes,Yes,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,56.45,7.537515275361679,2
Female,1,No,Yes,69,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),54.01,6.892316715292946,2
Male,0,No,Yes,54,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),96.45,8.427167822366908,4
Male,0,Yes,No,60,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Two Year,Yes,Electronic Check,33.33,6.44341557936084,2
Female,1,No,Yes,10,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,64.06,7.483120673884918,3
Female,0,Yes,No,64,No,No,Dsl,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,55.45,7.905758707936351,4
Male,0,Yes,Yes,33,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,One Year,Yes,Electronic Check,84.01,8.603987211452223,3
Male,1,Yes,Yes,54,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,66.98,6.621232534250202,3
Male,1,No,Yes,48,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,58.95,8.062246830391814,4
Male,0,No,No,11,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,One Year,No,Electronic Check,63.25,8.300553444440693,4
Female,0,Yes,No,53,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Two Year,No,Electronic Check,75.98,4.392719264212625,3
Female,0,Yes,Yes,14,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,61.16,8.218196684811954,6
Female,0,No,No,22,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,22.65,6.905222073123781,4
Female,0,Yes,Yes,24,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),118.54,9.002318164692328,4
Female,0,Yes,Yes,60,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),33.74,7.032094553237744,2
Female,0,Yes,Yes,27,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,33.0,6.861627567338351,4
Male,0,No,Yes,61,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),88.81,8.457171387868355,3
Female,0,No,Yes,15,No,No,Dsl,Yes,Yes,Yes,No,No,Yes,Two Year,No,Electronic Check,74.74,7.538287420659204,4
Female,1,Yes,No,3,Yes,No,Dsl,No,Yes,Yes,No,No,No,Month-To-Month,No,Electronic Check,68.38,7.17541319960299,2
Female,0,No,Yes,67,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,113.02,8.272716191696876,3
Female,0,No,Yes,20,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),56.99,7.561932914843363,2
Male,0,No,No,15,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,74.58,8.183416917419779,3
Female,0,Yes,No,38,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),24.77,6.816133289434824,3
Female,0,Yes,No,12,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Two Year,Yes,Mailed Check,79.7,7.271244949832884,3
Female,0,Yes,No,9,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,25.85,7.008405719631534,3
Female,1,No,No,12,Yes,No,Dsl,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,29.73,7.117464999094958,4
Female,0,No,No,57,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),56.57,8.086960892936848,5
Male,1,No,Yes,6,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),30.24,5.974623529911955,3
Male,0,Yes,No,29,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),49.67,8.100358696070488,3
Female,0,Yes,Yes,17,Yes,Yes,Dsl,No,No,No,No,Yes,No,Two Year,No,Electronic Check,81.55,8.193933681016908,1
Male,0,No,Yes,42,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,76.52,6.3495934335598525,3
Female,0,No,No,54,Yes,No,No,No,No,Yes,Yes,No,No,Two Year,Yes,Mailed Check,92.39,8.432349644801652,2
